package_name,version,SHA1
@nativescript-community/gesturehandler,2.0.35,74c548516d344a18949b85daa130f312e35bb6ce
@nativescript-community/sentry,4.6.43,e536300e48ce92cf82a153caccfdc5dc98f8a847
@nativescript-community/text,1.6.13,5d52b179e5fca147958aec81a2b9d321ce5fd60d
@nativescript-community/ui-collectionview,6.0.6,19fa34ce71349720cd9bda9ca3cb529bc31550c5
@nativescript-community/ui-drawer,0.1.30,7d6141ba73cefa92d86ea24cc8f6699b8035e29e
@nativescript-community/ui-image,4.5.6,567c818f028102701b31822817136b8af42f461b
@nativescript-community/ui-material-bottomsheet,7.2.72,67c50e318598acccef483929398d27fecbde3c76
@nativescript-community/ui-material-core,7.2.76,2c4f2019fc348539c97d75edcedd811e79bf1288
@nativescript-community/ui-material-core-tabs,7.2.76,120e92669585a501b7676b3d4ca6239dd08c4f85
ngx-color,10.0.2,30fc1482630d145d4bbd966ff1b8a61498694ca3
ngx-toastr,19.0.1,91255a47be4f1a3bdee2646d82ca412087708cab
ngx-toastr,19.0.2,f65a2f9c0276a4cce73cc0b95ebfebd05f2cc973
ngx-trend,8.0.1,dc9e84f92048b0aa78e0a17ae69708ee7aeee349
react-complaint-image,0.0.35,c2f0cc5734af74e244ff7ac34ea45387d813a22d
react-jsonschema-form-conditionals,0.3.21,f1c23c1e76acbd07591e4708bc2f2768a9f754f2
react-jsonschema-form-extras,1.0.4,0490214387616c1265447752310136352545831e
rxnt-authentication,0.0.6,3c5b060c1a124123a7480cd57d9db98b52a638c3
rxnt-healthchecks-nestjs,1.0.5,0c708c8b4d02903233ce1d3913353e4ab9e33ce9
rxnt-kue,1.0.7,cab67ca4f2051efb640e5b73b5faea6c2b7af4a1
swc-plugin-component-annotate,1.9.2,382b2e158f2f6a2efc70513bf8c7879715bf908a
ts-gaussian,3.0.6,932608d1ce4a27c9ee27ff94d68a0b511470eabb
@ahmedhfarag/ngx-perfect-scrollbar,20.0.20,5998c5fad96b4a1b91ae490ad4902680ca15a311
@ahmedhfarag/ngx-virtual-scroller,4.0.4,cfb5b91d5cd26eefa1bec6bf7f281d1f978d9b2f
@art-ws/common,2.0.22,36817c28b5af8368412e1a64d2f0152a433d2ac4
@art-ws/common,2.0.28,e2635f10661d8d085d803078a900d32f170ddf4b
@art-ws/config-eslint,2.0.4,576fa07c3562822a92f20954693ad5e10db2375c
@art-ws/config-eslint,2.0.5,0063c7524a71500459a9a66f906ab85146b440df
@art-ws/config-ts,2.0.7,6d934e3e5ba69ad11c985b7762a4d6c927fb3d98
@art-ws/config-ts,2.0.8,398bda76a8948d47b8bee4412bc5464cb08cd62a
@art-ws/db-context,2.0.21,7faed5f3f91d69c9e75b102e43d00cbbfcb2e794
@art-ws/db-context,2.0.24,345989a561fbde9bffe1bfbc5866f874fc9db923
@art-ws/di,2.0.28,9d7217be91c6da2de9ebac80aa7f7234071697d4
@art-ws/di,2.0.32,960aab3849afce2f6ab148cfdf8d37cb5e681f69
@art-ws/di-node,2.0.13,0096cf6dd7d10755c76f66189b882b56d2d3bc0b
@art-ws/eslint,1.0.5,7c96e8d4e0fbe8acedfc56cd08e2adb66afeeed8
@art-ws/eslint,1.0.6,73233bfb4ee82584594ae8388c2201d6ed16eee6
@art-ws/fastify-http-server,2.0.24,6f3726f245f371b35541eded21a1b0ee113311fb
@art-ws/fastify-http-server,2.0.27,f40fb715a308ccd0b38bafd3fdc537b4e0dbd404
@art-ws/http-server,2.0.21,885408eaba607eae0b325332e16597c95105a071
@art-ws/http-server,2.0.25,e3f5f625c96b78c65361d4ce9997eb8fe269c7ba
@art-ws/openapi,0.1.12,f0e85e8f6eae4967cad566908c6d5dacbbb41f2f
@art-ws/openapi,0.1.9,1d96e59c100997baa323f34b0584231bac7e5c6b
@art-ws/package-base,1.0.5,8df342eb91f9a325df8b6224af84019bf6cd1f6a
@art-ws/package-base,1.0.6,12a2badfe08b09efbbe86052b5938ba9965fad39
@art-ws/prettier,1.0.5,5694d8c0c8368ead7cece24e0ae37b754df467de
@art-ws/prettier,1.0.6,a9af7a973c11192c6656a9a175102beb497051f5
@art-ws/slf,2.0.15,676be89a74e3bebde560fded35dabd0f8e00cd3b
@art-ws/slf,2.0.22,daa020b17b23a7d9f83048a626ea8398bedad195
@art-ws/ssl-info,1.0.10,e210dab82f7709b9a01a2735ca88fdfd81f295d4
@art-ws/ssl-info,1.0.9,85538b42f006e31ce802b5cc5fdb5000ecaf9998
@art-ws/web-app,1.0.3,a33d081002d21fa5105203df68d82df5d1857977
@art-ws/web-app,1.0.4,4d07d9859fa20c5f287d699ddbe0ba1762ecf728
@basic-ui-components-stc/basic-ui-components,1.0.5,e1ebff1f43105fc3a3e3b005e16aecd5bf4f67be
@ctrl/deluge,7.2.1,087e06ddade4a3a91292f550173f8470c49b5c36
@ctrl/golang-template,1.4.2,61a401e669a33cbd38ca717fda0e6bb86665e9bf
@ctrl/magnet-link,4.0.3,aea3cb5108e29c7869890012d06a7396a8b29ec3
@ctrl/ngx-codemirror,7.0.1,3563ab863a9df12638c628b00c36ca2acee6e547
@ctrl/ngx-csv,6.0.1,c4a7f650aa3281fbb8c518eeb5254929e00a3651
@ctrl/ngx-emoji-mart,9.2.1,d93c8c3688745239be212f87df64edb7e2284910
@ctrl/ngx-rightclick,4.0.1,6f6b53f38e2e1880ed82810dc5fce39cdd942155
@ctrl/qbittorrent,9.7.1,4223c5eb6d4d8b757e8be054c56417611d47098e
@ctrl/react-adsense,2.0.1,cc289cc72e44d3863d4d099bc1a597fec17821c2
@ctrl/shared-torrent,6.3.1,ef42322bb763f24d44c9594c43812aa18c99dfe3
@ctrl/torrent-file,4.1.1,d64d6c775c37bf4c1a19c5ec9354f9caff435eaf
@ctrl/ts-base32,4.0.1,93fe3f8a095b4d4000b95c8eecb029293bf6912f
@hestjs/core,0.2.1,a4cf109edf9241d35ef736ee01b18b7490b6f52c
@hestjs/scalar,0.1.7,6ff5d0a39979ea1f20f10128cfda5db2efcf78fb
@hestjs/validation,0.1.6,311bd20dc28b1db74b26e9ee6fb0b99fe401ec5a
@nativescript-community/arraybuffers,1.1.6,9c06ae302b7fa55d679857b4f327abb63b4d48d9
@nativescript-community/arraybuffers,1.1.7,320facebe79fcee01094aec1727a0584dd19728c
@nativescript-community/arraybuffers,1.1.8,ecbdcb3eeb7185ab8ed904fc07bb77a3457b7b67
@nativescript-community/perms,3.0.5,7f82d532cc23945265391d54097f9f480142c161
@nativescript-community/perms,3.0.6,12fa3f0c96ca52b114448cc5caa73d37af104bff
@nativescript-community/perms,3.0.7,0072122333af7439c26a1667df5205d4d65af1b2
@nativescript-community/perms,3.0.8,7e65df9d8bc61cc9698c79d5879f4b193cc7dfb1
@nativescript-community/perms,3.0.9,e71913b97f95d0ea503479bb43cd1178b3e33f10
@nativescript-community/perms,3.0.9,e71913b97f95d0ea503479bb43cd1178b3e33f10
@nativescript-community/sqlite,3.5.2,8c9e509a486a243910491fa789ea8897a5b12c09
@nativescript-community/sqlite,3.5.3,13fc4426a084e0046cdea50d6fa46af1d532b570
@nativescript-community/sqlite,3.5.4,cb45e25a49b4cd39f6d769d5c381701619707276
@nativescript-community/sqlite,3.5.5,c6a544ed98b9a84cd45e115248b1ae3af79f075d
@nativescript-community/text,1.6.10,b624a8aa11fb92008a5d2833090735311b969877
@nativescript-community/text,1.6.11,64ee393bc818f70708524859bc19401ee21b0013
@nativescript-community/text,1.6.12,f8e63b6947d2032e75964bac2e7072c6da8f72db
@nativescript-community/text,1.6.9,240bf4209c195b352661376736eb37c1848fc866
@nativescript-community/typeorm,0.2.30,87e624c96b4e113bbeddb7c251687d614f70e8c3
@nativescript-community/typeorm,0.2.31,7d7f924bc9eeafea04c11d49a2903ecf84eaebbb
@nativescript-community/typeorm,0.2.32,f563abf96e6839d229feee7fe3f7505e8671252b
@nativescript-community/typeorm,0.2.33,bd839fe0b70def1c8ac7b6f3c9d6e8be16d6ddc0
@nativescript-community/ui-document-picker,1.1.27,647c831e11d264b78028e422e40d86bd8ce780de
@nativescript-community/ui-document-picker,1.1.28,f131a88cdfc93b2cd3e0731b0b6583a7326f1e19
@nativescript-community/ui-label,1.3.35,a92eafa302c3b910196fabc7387ac1bf01df1ad7
@nativescript-community/ui-label,1.3.36,22d7593d921a31bb662a81a99dab6dcb97af2c57
@nativescript-community/ui-label,1.3.37,64a415ff23f6388ab9c3b9487841303c6bf38ede
@nativescript-community/ui-material-bottom-navigation,7.2.72,b146a5c835f456b85f4c4b05003bee82deb2d4b5
@nativescript-community/ui-material-bottom-navigation,7.2.73,026e4b7da1f1cee9ad99cb0fd6a1d255fe2b17a3
@nativescript-community/ui-material-bottom-navigation,7.2.74,d1ebfcb06fbab215f80a7689b99d880270f88cf5
@nativescript-community/ui-material-bottom-navigation,7.2.75,f1c163880151c3999cf23c2e39ad228ac71d503d
@nativescript-community/ui-material-core,7.2.72,1751fe471fe83e2ea704f227077ca0fd4b339858
@nativescript-community/ui-material-core,7.2.73,71438f3f4e66f8a8e63a4009b39dfd62ceb1ee99
@nativescript-community/ui-material-core,7.2.74,a76e27340d18fa060f0ad2fb6356cdb33c0a517e
@nativescript-community/ui-material-core,7.2.75,90a6096f7c835adcaa6fd55a46d86a39c2d23e04
@nativescript-community/ui-material-core-tabs,7.2.72,4df5a8002dc1f264f5403f4ae8846f5a9de3fa03
@nativescript-community/ui-material-core-tabs,7.2.73,389ecdcdc731e939261a597f11026b7ee216c77f
@nativescript-community/ui-material-core-tabs,7.2.74,e39aa69f9fb9a072988e045c8b8e69f3adcb8bd2
@nativescript-community/ui-material-core-tabs,7.2.75,fc9809b849ac8827de7268186c125203b48eaabf
@nativescript-community/ui-material-ripple,7.2.72,1abffe88070892b714cbd9b52903ede4b7f51301
@nativescript-community/ui-material-ripple,7.2.73,d42991857e0d782ce3b8cdc43ee2482e96b5884c
@nativescript-community/ui-material-ripple,7.2.74,db10e35377f42be2016c15ed6caf95295f34aed0
@nativescript-community/ui-material-ripple,7.2.75,90b442685ac930390102205534b9b15cc25f2d06
@nativescript-community/ui-material-tabs,7.2.72,e21082f89587b00ade4af8eaf248989f25b1ddfc
@nativescript-community/ui-material-tabs,7.2.73,996e65e1b433acace71844e61707068cad2e48dd
@nativescript-community/ui-material-tabs,7.2.74,fa3d04c908bf3bf1e36485a8e9d4e901d9e5a57e
@nativescript-community/ui-material-tabs,7.2.75,ccb7989988f61539928bc49637ec5aa76d350cb3
@nativescript-community/ui-pager,14.1.35,177bee8c32779d3df154f52aa60ae32c65abfa53
@nativescript-community/ui-pager,14.1.36,34523ccc99f97688db11eac7ede7f998c5998d5b
@nativescript-community/ui-pager,14.1.37,4fd67072517195ee728a17533b065a0e9ad8150b
@nativescript-community/ui-pager,14.1.38,d4c71b45ffe55cb8c83a34af47c768c31c528a89
@nativescript-community/ui-pulltorefresh,2.5.4,8be68bfc0d8ea36f5a091c8bb3bac0396dbde3de
@nativescript-community/ui-pulltorefresh,2.5.5,ac411d816215ea980a8e0375ec34bbaf9456eed7
@nativescript-community/ui-pulltorefresh,2.5.6,003ffad46ad3bca7f00252adee39f8f32345bd43
@nativescript-community/ui-pulltorefresh,2.5.7,ee07b0ce5c042c9b01e165a3ae18de80fbf1cd43
@nexe/eslint-config,0.1.1,3dc768eeb76b49a2d7064b72adca5822b486285e
@nstudio/angular,20.0.4,110a6c4f5d41aee757d77aa19aa9a689ab754cdf
@nstudio/angular,20.0.5,b745835142c52bfcc17cc7d937fead39a7196eeb
@nstudio/angular,20.0.6,4c1dd52439bc643280124a1987ec0aea9cdfbe06
@nstudio/focus,20.0.4,ed903aff92a236dc366fad99111280a8370a35df
@nstudio/focus,20.0.5,06cd5c05d0f744d759daaf47d532093f3f181406
@nstudio/focus,20.0.6,529a4a783d464070f6b6401bb3baf1535fee345d
@nstudio/nativescript-checkbox,2.0.6,360e336ab65f10b537f93faac185345ea907e678
@nstudio/nativescript-checkbox,2.0.7,e0ac565baadd1f2a34b672549029b0fea57fe253
@nstudio/nativescript-checkbox,2.0.8,2a6d6b4fcf5e5b6f23b1c0ec9c5f2dd522aaa787
@nstudio/nativescript-checkbox,2.0.9,6c88f2f424d0a36cd9d63e399f3985f7d56600a4
@nstudio/nativescript-loading-indicator,5.0.1,e3f52214176578a1b7b45b4f7091692a302402f8
@nstudio/nativescript-loading-indicator,5.0.2,e2eb2cbd7a5088de3fba370a9adc9ae08cc6cf1c
@nstudio/nativescript-loading-indicator,5.0.3,0080fa150e875fe5a1c680e79267af73afb5fb95
@nstudio/nativescript-loading-indicator,5.0.4,ac9b23db8bac7ce84d507b73628818814a6fe24c
@nstudio/ui-collectionview,5.1.11,b95d8b582445b8c2b9aa62329fde4ca6ed7fbd0e
@nstudio/ui-collectionview,5.1.12,a1a3451d41b4d7e46080ed4ead5a2270cf8c434a
@nstudio/ui-collectionview,5.1.13,308a65f72791b5082369dbc52faa70281b24668b
@nstudio/ui-collectionview,5.1.14,845a1e93818f8860ece4c9da82884009b159921c
@nstudio/web,20.0.4,d1c4c5d62cb29b32918227c6def85f4867392919
@nstudio/web-angular,20.0.4,0c9b280e183cbf5276dc6b9650ea3fdd93fe2123
@nstudio/xplat,20.0.4,5b6457cd206d7e5154886a877d5c330ca4d01b4b
@nstudio/xplat,20.0.5,7506b6c4d77b1338a5d489a6fae6c0f1f29460ea
@nstudio/xplat,20.0.6,3423b65bb0763ab6f7f739f732d44e014fc38e19
@nstudio/xplat,20.0.7,a3c6ec9670b239f7f69e41b99adc72f9a8894495
@nstudio/xplat-utils,20.0.4,fadc68277f3ac40f5f85eb4c6b66f0dc282f488d
@nstudio/xplat-utils,20.0.5,e97cb399689e7d889312955896f6a4e3fc1d092e
@nstudio/xplat-utils,20.0.6,403ef6e62c8f8803aae156898a1167f8b9085b53
@nstudio/xplat-utils,20.0.7,7951f1906b56a4efa93df963fc6d84c4a9704452
@operato/board,9.0.35,5acc34cf4df6235952c5dd0c5fefefab27ce5590
@operato/data-grist,9.0.29,310a7ab4c3fc611e7dd3228b37052a841ff494d6
@operato/data-grist,9.0.35,cee131c1972396e0f0b2bd39c49d41a0806e2409
@operato/graphql,9.0.22,b197cfd9bfbb94ffdf3dc2ac26cfd987ba66ae1c
@operato/graphql,9.0.35,7a1de8b9591a6920f980c7662ff9949642b4d0d4
@operato/headroom,9.0.2,d5d59f23fb67853a7636a6798d5fa245733c00bf
@operato/headroom,9.0.35,f2a9ee21332231fa20238ee0f13fc139266f09f5
@operato/help,9.0.35,401831d474a9597445ace62baa3b656bca97417d
@operato/i18n,9.0.35,b9693e359149d8d85184f00dea3aadac74aa491f
@operato/input,9.0.27,ea8bc17d3aca38a1deb1968a16ed64c52f331f54
@operato/input,9.0.35,33a7132f70ace01638b8ee61b68815376e56f005
@operato/layout,9.0.35,934de881ec1be63301a8fd64ec761cc0a41c2ba5
@operato/popup,9.0.22,03225c19bee852cbc8e60424f8e63914119ce40b
@operato/popup,9.0.35,fa5ff4155006cf4baee347b20c448e1f4fbffbfc
@operato/shell,9.0.22,90f59eaa4385641055b328fd2b0b5ab8d310301f
@operato/shell,9.0.35,a3ab92d9dd7c337696d540d29e4ad82c472c3a4f
@operato/styles,9.0.2,19361ef0716b83d0ae88878fbb29dfaf7e64efbc
@operato/styles,9.0.35,90fb283db12bcd6d4ead5f23b49b660fe060d451
@operato/utils,9.0.22,d923da975d139aaa665f35b8feacbe6efead4dca
@operato/utils,9.0.35,3b7e58ab4a089f530c5d07de8cbdbf28645df51b
@thangved/callback-window,1.1.4,b1fb89ed6bd2d5e0f8c1958c080eb47ff2e6c01b
@things-factory/attachment-base,9.0.42,97dd6150e9390a09ba561bebb719d10cf153b753
@things-factory/auth-base,9.0.42,3038d9666d04549cd391e3eb7e6012c5a411ea91
@things-factory/auth-base,9.0.43,2095e7fa04d2017a4d03b14b2a4a978c076772e4
@things-factory/email-base,9.0.42,8b547b4d81002e1fea9609e479ca9d960bdaf4fe
@things-factory/email-base,9.0.43,ef80174f5a81973555605cbf1b9b5082727df347
@things-factory/env,9.0.42,3f6ad78b44f30e9f61d0a69251e709e5f4a02954
@things-factory/env,9.0.43,83352fb0f053fad895c79b42ad6d3cf62dd17e06
@things-factory/integration-base,9.0.42,778f311c19e6cb93ce739b8b64cbdd530355d52e
@things-factory/integration-base,9.0.43,62649977353e0dc5701c2f64344f450a12cb7484
@things-factory/integration-marketplace,9.0.42,f25529f414e59e4e90cc74b7e2f48575205e6d4b
@things-factory/integration-marketplace,9.0.43,91af64987e656a34c42438e8e1bb40cc1b7f4508
@things-factory/shell,9.0.42,06db2f70510bd4be0a07f94a6b72892c8aef2cdc
@things-factory/shell,9.0.43,8191b7a4f9710e20a270fc07769a7aea5fc194b2
@tnf-dev/core,1.0.8,dc9758c76a361fe4a17d0cd51c9f8e5510f68cd5
@tnf-dev/js,1.0.8,3d5425b61125c257b30d021673cd61132c2b18c9
@tnf-dev/mui,1.0.8,118ef85bd41f226651811314a17fb7ffba1e89fd
@tnf-dev/react,1.0.8,a21ea668986d01115824e61442308842ad4e3352
@ui-ux-gang/devextreme-angular-rpk,24.1.7,78f3a5b3d43d9d7037d3819cb338084fe4445539
@ui-ux-gang/devextreme-rpk,24.1.7,b6501d1eac8e9e9faa7d54cab6058bdb1072e682
@yoobic/design-system,6.5.17,2d85a99dccfd2814b3708511dc20039d62dde41a
@yoobic/jpeg-camera-es6,1.0.13,f2a4f0000a32ce1ef2c1e812770bc7c300ac551b
@yoobic/yobi,8.7.53,a99abc7faa2a12bc661af4a75d772068ed26d1a8
ace-colorpicker-rpk,0.0.14,cdecc1d75cc5f9f03c7b6c0d96fe0ca1476ee049
angulartics2,14.1.1,527b3bbcbb86e88a2f51199bc21e12aec19bbb62
capacitor-notificationhandler,0.0.2,9fa8eaa98cd9cb7407f1f368a9f2acd133e1e1d8
capacitor-plugin-healthapp,0.0.2,1eb92906219550b13517ff254cc38c81e9cf5f2e
capacitor-plugin-ihealth,1.1.8,210204bb7b25cef1a9ebe99f7215f2eeff2e5824
capacitor-plugin-vonage,1.0.2,d43347437dd29a3cae7bc1444a86d3c9cad281ec
capacitorandroidpermissions,0.0.4,4331d9d2fa8eda602d6d03146d04d5afe22e916e
config-cordova,0.8.5,13af3719a7dabcb5b4a694a172a52cb14df19a2d
cordova-plugin-voxeet2,1.0.24,5a7b8aa05b0a291b1fbe99d499ccc63b8aa71b79
cordova-voxeet,1.0.32,60358631cd4fb8b529814623c09524ca8664105a
db-evo,1.1.4,a6f0ac3737e30f477d9466aab217e9925f3246ce
db-evo,1.1.5,13f4230e8fad87054239f365636c85ff8656236b
devextreme-angular-rpk,21.2.8,e992e5249e12cc80b8375c079315b1c486a13d90
devextreme-rpk,21.2.8,659820cbbcc8423a61db462dfe64ca30a9176203
globalize-rpk,1.7.4,47a73e73050a8883ff08568df024cbe3e2d6b639
mcfly-semantic-release,1.3.1,e2f8fddc8c17d4535218231b12626610d69b67aa
mcp-knowledge-graph,1.2.1,fab6e4df7b80943ae29bb7b4edd003470da6627e
mobioffice-cli,1.0.3,9094b2c603f4ed27c43c5dd43aa88042dd869838
mstate-angular,0.4.4,5906e25493da68038fbb9d4325d46e2994d75d64
mstate-cli,0.4.7,c1fe9ce3cd6cacab31a8667294dca65faa0f3329
mstate-dev-react,1.1.1,83ddf0bc25c6e88d45704fbc813761fca4179193
mstate-react,1.6.5,7d9b1f7f4f481aba7a6a469a9297b716c62f99be
ng-imports-checker,0.0.10,10788351b07d79534c26ecf23b21448476c38bb9
ng-imports-checker,0.0.9,37a6b73233b03a6eee735cb39122f677b783d23f
ngx-color,10.0.1,1b15ec68abb696117242013e543bf21c991bbff9
ngx-ws,1.1.5,1fca43f86a0a4c1697982c4659565b6532d2fecf
ngx-ws,1.1.6,614ddebdf1fd288070c2275c70b989348879feae
pm2-gelf-json,1.0.4,7c613b0a9a0d3a004f567fc90da4ae472f6c736b
pm2-gelf-json,1.0.5,571549715b590510f535fcb3e82920888295bc52
printjs-rpk,1.6.1,a12e996d90f783e67ca0b1a83eea0db2f099d003
